google_Documentary_chunk_32_1497034203599011_count_0_noise_-1_noise_type_White,2,2.6,3.08,rather enemy,-1,True,0.8775,0.344,lecture,White,rather,enemy,"[{'transcript': 'driving in a ', 'word_confidence': [['driving', 0.507], ['in', 0.511], ['a', 0.271]], 'confidence': 0.472, 'timestamps': [['driving', 0.22, 0.56], ['in', 0.56, 0.62], ['a', 0.62, 0.69]]}]",driving,0.8589,in,0.7339,a,0.5253
Nikola_Tesla_chunk_65_1497034203599011_count_0_noise_-1_noise_type_White,2,10.1,11.72,nineteen thank,-1,True,0.8936,0.4475,lecture,White,nineteen,thank,"[{'transcript': 'Rachel ', 'word_confidence': [['Rachel', 0.483]], 'confidence': 0.483, 'timestamps': [['Rachel', 0.24, 0.86]]}]",Rachel,0.905
American_Civil_War_chunk_84_1497034203599011_count_0_noise_-1_noise_type_White,2,23.79,24.3,because German,-1,True,0.9494,0.4347,lecture,White,because,German,"[{'transcript': 'the sermon ', 'word_confidence': [['the', 0.226], ['sermon', 0.547]], 'confidence': 0.485, 'timestamps': [['the', 0.28, 0.37], ['sermon', 0.37, 0.75]]}]",the,0.8141,sermon,0.9406
American_Civil_War_chunk_99_1497034203599011_count_0_noise_19_noise_type_White,2,20.85,21.47,tragic flooded,19,True,0.9986,0.4913,lecture,White,tragic,flooded,"[{'transcript': 'tragic flaw ', 'word_confidence': [['tragic', 0.339], ['flaw', 0.091]], 'confidence': 0.246, 'timestamps': [['tragic', 0.24, 0.56], ['flaw', 0.56, 0.75]]}]",tragic,0.4912,flaw,0.2477
American_Civil_War_chunk_99_1497034203599011_count_0_noise_18_noise_type_White,2,20.85,21.47,tragic flooded,18,True,0.9986,0.4913,lecture,White,tragic,flooded,"[{'transcript': 'tragic flaw ', 'word_confidence': [['tragic', 0.369], ['flaw', 0.093]], 'confidence': 0.266, 'timestamps': [['tragic', 0.24, 0.56], ['flaw', 0.56, 0.75]]}]",tragic,0.6223,flaw,0.2661
Yoshua_Bengio_chunk_31_1497034203599011_count_0_noise_-1_noise_type_White,2,7.72,8.97,superficial clues,-1,True,1.0,0.4655,lecture,White,superficial,clues,"[{'transcript': 'superficial cruise ', 'word_confidence': [['superficial', 0.975], ['cruise', 0.911]], 'confidence': 0.941, 'timestamps': [['superficial', 0.23, 0.83], ['cruise', 0.83, 1.5]]}]",superficial,1.0,cruise,0.4355
Yoshua_Bengio_chunk_31_1497034203599011_count_0_noise_0_noise_type_White,2,7.72,8.97,superficial clues,0,True,1.0,0.4655,lecture,White,superficial,clues,"[{'transcript': 'superficial cruise ', 'word_confidence': [['superficial', 0.979], ['cruise', 0.911]], 'confidence': 0.943, 'timestamps': [['superficial', 0.23, 0.83], ['cruise', 0.83, 1.5]]}]",superficial,1.0,cruise,0.4112
Yoshua_Bengio_chunk_31_1497034203599011_count_0_noise_10_noise_type_White,2,7.72,8.97,superficial clues,10,True,1.0,0.4655,lecture,White,superficial,clues,"[{'transcript': 'superficial cruise ', 'word_confidence': [['superficial', 0.996], ['cruise', 0.929]], 'confidence': 0.961, 'timestamps': [['superficial', 0.24, 0.83], ['cruise', 0.83, 1.47]]}]",superficial,1.0,cruise,0.5104
Yoshua_Bengio_chunk_31_1497034203599011_count_0_noise_15_noise_type_White,2,7.72,8.97,superficial clues,15,True,1.0,0.4655,lecture,White,superficial,clues,"[{'transcript': 'superficial cruise ', 'word_confidence': [['superficial', 0.996], ['cruise', 0.8]], 'confidence': 0.894, 'timestamps': [['superficial', 0.24, 0.83], ['cruise', 0.83, 1.47]]}]",superficial,1.0,cruise,0.4344
Yoshua_Bengio_chunk_31_1497034203599011_count_0_noise_17_noise_type_White,2,7.72,8.97,superficial clues,17,True,1.0,0.4655,lecture,White,superficial,clues,"[{'transcript': 'superficial cruise ', 'word_confidence': [['superficial', 1.0], ['cruise', 0.568]], 'confidence': 0.777, 'timestamps': [['superficial', 0.24, 0.83], ['cruise', 0.83, 1.46]]}]",superficial,1.0,cruise,0.4003
Nikola_Tesla_chunk_86_1497034203599011_count_0_noise_-1_noise_type_White,2,8.01,9.68,autobiography wings,-1,True,0.925,0.2257,lecture,White,autobiography,wings,"[{'transcript': 'autobiography nineteen until later ', 'word_confidence': [['autobiography', 0.821], ['nineteen', 0.912], ['until', 0.223], ['later', 0.144]], 'confidence': 0.625, 'timestamps': [['autobiography', 0.25, 0.91], ['nineteen', 0.91, 1.31], ['until', 1.31, 1.62], ['later', 1.62, 1.87]]}]",autobiography,0.9958,nineteen,0.9994,until,0.5501,later,0.4319
Nikola_Tesla_chunk_86_1497034203599011_count_0_noise_0_noise_type_White,2,8.01,9.68,autobiography wings,0,True,0.925,0.2257,lecture,White,autobiography,wings,"[{'transcript': 'autobiography nineteen until later ', 'word_confidence': [['autobiography', 0.47], ['nineteen', 0.918], ['until', 0.347], ['later', 0.246]], 'confidence': 0.522, 'timestamps': [['autobiography', 0.25, 0.91], ['nineteen', 0.91, 1.31], ['until', 1.31, 1.61], ['later', 1.61, 1.87]]}]",autobiography,0.9311,nineteen,0.9968,until,0.797,later,0.6285
Nikola_Tesla_chunk_86_1497034203599011_count_0_noise_10_noise_type_White,2,8.01,9.68,autobiography wings,10,True,0.925,0.2257,lecture,White,autobiography,wings,[]
Nikola_Tesla_chunk_86_1497034203599011_count_0_noise_5_noise_type_White,2,8.01,9.68,autobiography wings,5,True,0.925,0.2257,lecture,White,autobiography,wings,"[{'transcript': 'autobiography nineteen until later ', 'word_confidence': [['autobiography', 0.264], ['nineteen', 0.927], ['until', 0.321], ['later', 0.36]], 'confidence': 0.449, 'timestamps': [['autobiography', 0.25, 0.92], ['nineteen', 0.92, 1.31], ['until', 1.31, 1.62], ['later', 1.62, 1.88]]}]",autobiography,0.7102,nineteen,0.9908,until,0.8086,later,0.6721
Nikola_Tesla_chunk_86_1497034203599011_count_0_noise_7_noise_type_White,2,8.01,9.68,autobiography wings,7,True,0.925,0.2257,lecture,White,autobiography,wings,"[{'transcript': 'out of our theme nineteen until later ', 'word_confidence': [['out', 0.23], ['of', 0.628], ['our', 0.607], ['theme', 0.174], ['nineteen', 0.983], ['until', 0.35], ['later', 0.417]], 'confidence': 0.495, 'timestamps': [['out', 0.24, 0.44], ['of', 0.44, 0.53], ['our', 0.53, 0.7], ['theme', 0.7, 0.96], ['nineteen', 0.96, 1.31], ['until', 1.31, 1.62], ['later', 1.62, 1.88]]}]",autobiography,0.5507,nineteen,0.9799,until,0.833,later,0.69
Nikola_Tesla_chunk_86_1497034203599011_count_0_noise_9_noise_type_White,2,8.01,9.68,autobiography wings,9,True,0.925,0.2257,lecture,White,autobiography,wings,"[{'transcript': 'out of our theme nineteen until later ', 'word_confidence': [['out', 0.264], ['of', 0.707], ['our', 0.609], ['theme', 0.32], ['nineteen', 0.98], ['until', 0.191], ['later', 0.315]], 'confidence': 0.48, 'timestamps': [['out', 0.24, 0.44], ['of', 0.44, 0.53], ['our', 0.53, 0.7], ['theme', 0.7, 0.96], ['nineteen', 0.96, 1.31], ['until', 1.31, 1.62], ['later', 1.62, 1.88]]}]",out,0.6103,of,0.8158,our,0.8123,theme,0.6403,nineteen,0.9696,until,0.6249,later,0.6219
Nikola_Tesla_chunk_86_1497034203599011_count_0_noise_8_noise_type_White,2,8.01,9.68,autobiography wings,8,True,0.925,0.2257,lecture,White,autobiography,wings,"[{'transcript': 'out of our theme nineteen until later ', 'word_confidence': [['out', 0.262], ['of', 0.698], ['our', 0.616], ['theme', 0.311], ['nineteen', 0.983], ['until', 0.291], ['later', 0.299]], 'confidence': 0.496, 'timestamps': [['out', 0.24, 0.44], ['of', 0.44, 0.53], ['our', 0.53, 0.7], ['theme', 0.7, 0.96], ['nineteen', 0.96, 1.31], ['until', 1.31, 1.61], ['later', 1.61, 1.88]]}]",out,0.5847,of,0.7803,our,0.7788,theme,0.6136,nineteen,0.9702,until,0.7385,later,0.6306
Future_President_chunk_10_1497034203599011_count_0_noise_-1_noise_type_White,2,22.13,22.66,please email,-1,True,0.9401,0.3241,lecture,White,please,email,"[{'transcript': 'please ', 'word_confidence': [['please', 0.417]], 'confidence': 0.417, 'timestamps': [['please', 0.31, 0.53]]}]",please,0.4426
Elon_Musk_chunk_19_1497034203599011_count_0_noise_-1_noise_type_White,2,23.19,24.26,pages report,-1,True,0.9599,0.4388,lecture,White,pages,report,"[{'transcript': 'pages therefore ', 'word_confidence': [['pages', 0.767], ['therefore', 0.102]], 'confidence': 0.474, 'timestamps': [['pages', 0.26, 0.73], ['therefore', 0.92, 1.29]]}]",pages,0.9419,therefore,0.376
Elon_Musk_chunk_19_1497034203599011_count_0_noise_0_noise_type_White,2,23.19,24.26,pages report,0,True,0.9599,0.4388,lecture,White,pages,report,"[{'transcript': 'pages group of ', 'word_confidence': [['pages', 0.769], ['group', 0.232], ['of', 0.118]], 'confidence': 0.505, 'timestamps': [['pages', 0.26, 0.74], ['group', 0.89, 1.14], ['of', 1.14, 1.29]]}]",pages,0.9661,fearful,0.295
Elon_Musk_chunk_19_1497034203599011_count_0_noise_10_noise_type_White,2,23.19,24.26,pages report,10,True,0.9599,0.4388,lecture,White,pages,report,"[{'transcript': 'pages group of ', 'word_confidence': [['pages', 0.294], ['group', 0.124], ['of', 0.087]], 'confidence': 0.211, 'timestamps': [['pages', 0.27, 0.74], ['group', 0.9, 1.15], ['of', 1.15, 1.29]]}]",pages,0.7335
Elon_Musk_chunk_19_1497034203599011_count_0_noise_15_noise_type_White,2,23.19,24.26,pages report,15,True,0.9599,0.4388,lecture,White,pages,report,"[{'transcript': ""I think it's fair for "", 'word_confidence': [['I', 0.076], ['think', 0.076], [""it's"", 0.452], ['fair', 0.153], ['for', 0.365]], 'confidence': 0.213, 'timestamps': [['I', 0.24, 0.27], ['think', 0.27, 0.54], [""it's"", 0.54, 0.68], ['fair', 0.68, 1.09], ['for', 1.09, 1.3]]}]",it's,0.5495,fair,0.6507,for,0.6654
Elon_Musk_chunk_19_1497034203599011_count_0_noise_12_noise_type_White,2,23.19,24.26,pages report,12,True,0.9599,0.4388,lecture,White,pages,report,"[{'transcript': ""I think it's fair for "", 'word_confidence': [['I', 0.076], ['think', 0.051], [""it's"", 0.238], ['fair', 0.095], ['for', 0.217]], 'confidence': 0.131, 'timestamps': [['I', 0.32, 0.35], ['think', 0.35, 0.54], [""it's"", 0.54, 0.68], ['fair', 0.68, 1.09], ['for', 1.09, 1.29]]}]",think,0.3323,it's,0.4431,fair,0.5261,for,0.5285
Elon_Musk_chunk_19_1497034203599011_count_0_noise_11_noise_type_White,2,23.19,24.26,pages report,11,True,0.9599,0.4388,lecture,White,pages,report,"[{'transcript': ""I think it's fair for "", 'word_confidence': [['I', 0.06], ['think', 0.028], [""it's"", 0.15], ['fair', 0.047], ['for', 0.166]], 'confidence': 0.082, 'timestamps': [['I', 0.32, 0.35], ['think', 0.35, 0.55], [""it's"", 0.55, 0.68], ['fair', 0.68, 1.09], ['for', 1.09, 1.29]]}]",pages,0.5094
Google_IO_2017_chunk_59_1497034203599011_count_0_noise_-1_noise_type_White,2,9.92,10.6,sooner spoke,-1,False,0.4056,1.0,lecture,White,sooner,spoke,"[{'transcript': 'sooner spoke ', 'word_confidence': [['sooner', 0.228], ['spoke', 0.339]], 'confidence': 0.282, 'timestamps': [['sooner', 0.28, 0.6], ['spoke', 0.6, 0.9]]}]",sooner,0.3895,spoke,0.4568
Google_IO_2017_chunk_113_1497034203599011_count_0_noise_-1_noise_type_White,2,2.7,3.27,David shared,-1,False,0.4819,0.9955,lecture,White,David,shared,"[{'transcript': 'David shared ', 'word_confidence': [['David', 0.557], ['shared', 0.275]], 'confidence': 0.421, 'timestamps': [['David', 0.24, 0.54], ['shared', 0.54, 0.82]]}]",David,0.7529,share,0.4132
Darwins_Legacy_chunk_118_1497034203599011_count_0_noise_-1_noise_type_White,2,6.66,8.3,sphere there,-1,False,0.2196,0.9827,lecture,White,sphere,there,"[{'transcript': 'still ', 'word_confidence': [['still', 0.17]], 'confidence': 0.17, 'timestamps': [['still', 0.24, 0.65]]}]",still,0.426
Darwins_Legacy_chunk_118_1497034203599011_count_1_noise_-1_noise_type_White,2,16.42,17.52,summons there,-1,False,0.472,0.9334,lecture,White,summons,there,"[{'transcript': ""someone's there "", 'word_confidence': [[""someone's"", 0.485], ['there', 0.308]], 'confidence': 0.454, 'timestamps': [[""someone's"", 0.24, 0.9], ['there', 1.2, 1.34]]}]",someone's,0.6616,there,0.4475
Nikola_Tesla_chunk_71_1497034203599011_count_0_noise_-1_noise_type_White,2,5.2,6.3,increases obsession,-1,True,0.8097,0.4944,lecture,White,increases,obsession,"[{'transcript': 'but it raises attached ', 'word_confidence': [['but', 0.276], ['it', 0.377], ['raises', 0.475], ['attached', 0.056]], 'confidence': 0.291, 'timestamps': [['but', 0.21, 0.33], ['it', 0.33, 0.5], ['raises', 0.5, 0.94], ['attached', 0.94, 1.34]]}]",but,0.4554,it,0.6223,raises,0.6797,its,0.2748
Nikola_Tesla_chunk_5_1497034203599011_count_0_noise_-1_noise_type_White,2,14.87,15.41,remembers their,-1,True,0.9986,0.4878,lecture,White,remembers,their,"[{'transcript': 'remembers the ', 'word_confidence': [['remembers', 0.385], ['the', 0.372]], 'confidence': 0.383, 'timestamps': [['remembers', 0.27, 0.69], ['the', 0.69, 0.77]]}]",remembers,0.8162,the,0.518
Nikola_Tesla_chunk_5_1497034203599011_count_0_noise_0_noise_type_White,2,14.87,15.41,remembers their,0,True,0.9986,0.4878,lecture,White,remembers,their,"[{'transcript': 'remembers the ', 'word_confidence': [['remembers', 0.37], ['the', 0.317]], 'confidence': 0.36, 'timestamps': [['remembers', 0.27, 0.69], ['the', 0.69, 0.78]]}]",remembers,0.7548,the,0.4203
Nikola_Tesla_chunk_5_1497034203599011_count_0_noise_10_noise_type_White,2,14.87,15.41,remembers their,10,True,0.9986,0.4878,lecture,White,remembers,their,"[{'transcript': 'remembers the ', 'word_confidence': [['remembers', 0.356], ['the', 0.331]], 'confidence': 0.352, 'timestamps': [['remembers', 0.28, 0.69], ['the', 0.69, 0.77]]}]",remembers,0.6143,the,0.3365
Nikola_Tesla_chunk_5_1497034203599011_count_0_noise_20_noise_type_White,2,14.87,15.41,remembers their,20,True,0.9986,0.4878,lecture,White,remembers,their,"[{'transcript': 'remember ', 'word_confidence': [['remember', 0.592]], 'confidence': 0.592, 'timestamps': [['remember', 0.31, 0.67]]}]",remember,0.9218
Nikola_Tesla_chunk_5_1497034203599011_count_0_noise_15_noise_type_White,2,14.87,15.41,remembers their,15,True,0.9986,0.4878,lecture,White,remembers,their,"[{'transcript': 'remember ', 'word_confidence': [['remember', 0.55]], 'confidence': 0.55, 'timestamps': [['remember', 0.28, 0.67]]}]",remember,0.7374
Nikola_Tesla_chunk_5_1497034203599011_count_0_noise_12_noise_type_White,2,14.87,15.41,remembers their,12,True,0.9986,0.4878,lecture,White,remembers,their,"[{'transcript': 'remember ', 'word_confidence': [['remember', 0.546]], 'confidence': 0.546, 'timestamps': [['remember', 0.28, 0.66]]}]",remember,0.5181
Nikola_Tesla_chunk_5_1497034203599011_count_0_noise_11_noise_type_White,2,14.87,15.41,remembers their,11,True,0.9986,0.4878,lecture,White,remembers,their,"[{'transcript': 'remember ', 'word_confidence': [['remember', 0.517]], 'confidence': 0.517, 'timestamps': [['remember', 0.28, 0.66]]}]",remembers,0.5659
